Blue Switch On,Battery level,Humidity,Magnetic field,Controller beige,Controller bisque,Controller black,Controller blanchedalmond,Time since restart,User had coffee,Controller brown,Controller burlywood,Controller cadetblue,Controller chartreuse,Polution,Radiation,Hydraulic pressure,Overpressure relief valve 1,Overpressure relief valve 2,Controller cyan,Controller darkblue,Controller darkcyan,Controller darkgoldenrod,Controller darkgray,Controller darkgreen,Reset Trigger Level,Sensor Threshhold 1,Sensor Threshhold 2,Sensor Threshhold 3,Controller darkorange,Controller darkorchid,Controller darkred,Controller darksalmon,Controller darkseagreen,Controller darkslateblue,Spring Strength Left,Spring Strength Right,Spring Strength Center,CPU Temperature,Max Fan Speed 1,Max Fan Speed 2,Max Fan Speed 3,Brake control,Manual brake tightness,Motor oil level left,Motor oil level right,Controller forestgreen,Controller fuchsia,Controller gainsboro,Centrifugal Load,Uranium Enrichment,Error correction percentage,Anti-matter stabilizer,Wave-function amplifier,Flux control,Spin Up detector,Spin Down detector,Neutrino Catapult Stength,Second Lense curvature,Third Lense curvature,LASER load,Controller khaki,Controller lavender,Controller lavenderblush,Controller lawngreen,Controller lemonchiffon,Controller lightblue,Controller lightcoral,Controller lightcyan,Controller lightgoldenrodyellow,Controller lightgray,Controller lightgreen,Cruise control,Voltage main,Voltage secondary,Counterweight,Second Counterweight,Smoke formation,Bending of test plate,Particle size of grinder,Water temperature,Espresso quality,Pressure % of 12 bar,Noise level,Controller magenta,Controller maroon,Controller mediumaquamarine,Controller mediumblue,Controller mediumorchid,Waste level right tank,Waste level left tank,Helium reservoir,alpha-radiation,Active motion supression,Blade density,Blade rotation,Controller mintcream,Controller mistyrose,Controller moccasin
1.0,0.4726190404006932,0.6810502946877472,0.8846936410360798,0.8888192732647298,0.949817931746014,0.6563885184307467,0.7882408213828338,8.031742522979307,1.0,0.4979875769972197,0.4725180379695171,0.4676129458727474,0.6139054287695475,0.6049581822606237,0.9055432855622828,0.5246280918474842,0.9507399361822806,0.9793293281449338,0.968990063024212,0.5305433250646139,0.4029057944017037,0.6588771335471151,0.6488420106991499,0.9019369262092728,0.8667338278132186,0.449973998936932,0.7082072348387033,0.9354301826734128,0.8530989300828495,0.7255165337697155,0.514662067753759,0.6239638508589763,0.991601934764798,0.9868694462583908,0.9488542951309954,0.515827027414277,0.8766701282664091,83.78808505680591,0.9553668701570072,0.4034474063217677,0.4948868699400887,0.512418362554155,0.5464062698921998,0.7773589023548512,0.6002478621320209,0.6380946143300886,0.8588017612562607,0.8589556034643067,0.4870282029346077,0.8038225381288084,0.6185407970033954,0.9292710664458412,0.6204203669961192,0.7385764447565091,0.8560393248555058,0.7193859877628699,0.9541722892972848,0.8071317221125567,0.9933214568558528,0.992280035945082,0.8385736147204395,0.5076451825477971,0.4098593074593413,0.5410920397376767,0.829062042516146,0.5712423614311639,0.4197615656440061,0.9176801841754391,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6555318151395746,0.9033230143204246,0.4669517572999342,0.8547126706783619,0.9110694947850004,0.6153164425484933,0.7262943052407624,0.5317087170027476,0.8430799078196931,0.9562430885854012,0.9214786287716508,0.7590881989190652,0.7426840261639877,0.9588682605805892,0.5467714049702205,0.7364086762515342,0.4715702494678245,0.986777042047376,0.6007615182542719,0.4127842269925464
1.0,0.6889652290493247,0.9880190462833532,0.7160105900035703,0.5678774961038016,0.4632288058669058,0.4246541151956245,0.9314444971110024,5.165231982290716,1.0,0.8470472888267726,0.9952017210611562,0.7074173638660591,0.4821667133999715,0.5261589409336528,0.8737738832722471,0.5084619917797931,0.662053591854046,0.6114350799906425,0.7957468545207829,0.4785279947887293,0.7096747371951845,0.7212212452854485,0.5352517719208889,0.7963468421459032,0.5443312185933996,0.5316149736286601,0.4108490658475171,0.7837640101324246,0.7942132684078542,0.6236332587436716,0.9028687319509662,0.4690045212043839,0.4501167656708953,0.5011232440202991,0.5218964720541297,0.9668917235508128,0.8682853346571391,79.12697347207609,0.8988884030786337,0.8711960194492403,0.671545139831992,0.95185032659297,0.9804156964379668,0.7933240504042387,0.8162285107105139,0.4473510223572296,0.6036691414825572,0.9553168257074816,0.9019076719649921,0.8978580584749244,0.5990418662748408,0.4217743093263003,0.5955596068714851,0.8047086756869709,0.9698094117177334,0.5634907012039216,0.8711131719242435,0.4012481653074103,0.6274817359028902,0.9988153938686414,0.7056739194849068,0.8487859363712476,0.598008852541815,0.9656383066420644,0.5420822004230705,0.4148840194093793,0.7463076028095994,0.6788266669157622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8056900934482727,0.560040061659124,0.6956925619630128,0.867628960542906,0.7325067091298403,0.4684387133498626,0.6067771406122875,0.5319678034453312,0.8047783854815777,0.9449970991265232,0.5627490470730304,0.9327348462180504,0.6848558024306963,0.9148087515185828,0.972891728178182,0.4504220233465359,0.4719241688511152,0.4531242260572521,0.9767488614414028,0.5977876106411781
1.0,0.7884013153349342,0.7527653159855552,0.801922949955307,0.8474967663118325,0.7435257889856821,0.9314434552327804,0.7682089715359992,9.436874691231925,0.0,0.9414431142489444,0.6432678696177319,0.6614350415108872,0.7104012538284222,0.9491966556297284,0.9875632589908758,0.9001324720854749,0.5184105393791697,0.7384863099560691,0.44609376849528376,0.5657698744611763,0.7784784345517279,0.6899129074262635,0.8486359924068665,0.9503001162650526,0.483185694229464,0.4157600010065359,0.4457884033396359,0.43020247232032943,0.7998587266373791,0.9137477610343178,0.9714138655681428,0.7098569951777677,0.7424880800468627,0.7982415116940741,0.6198902544613024,0.7222865406684318,0.5518106464128735,81.5927115657226,0.8814439782247845,0.8248809588153452,0.9814607236002204,0.7522532380450297,0.5858332074773231,0.6132963735044783,0.7172198729166697,0.8095404441193029,0.9570483035606714,0.4387802179601283,0.7919363927132665,0.4820302705690497,0.8758277909329691,0.6349932801554762,0.7491084382877602,0.6233308516539,0.6308598729794316,0.5735962642472787,0.6835027577169628,0.4307310031462791,0.6558566381822968,0.4340347184788614,0.8139100425855007,0.4974245471326481,0.9437093558248452,0.6709583643006984,0.68621962713736,0.4085584751676463,0.9494413729792875,0.6378579577341174,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6571800548087843,0.7834015539732839,0.6543958657599456,0.7769412999229917,0.6613921243535841,0.4763900839718849,0.934618412686425,0.5803443611833381,0.8956693175079092,0.9760972698717264,0.88130014304878,0.41706376456717054,0.4685472677720596,0.796906867002493,0.986930693589034,0.8476339663086391,0.7289366313413387,0.8956889989233849,0.970808394163714,0.7527438878548082
1.0,0.5259884657839817,0.5324728082521017,0.9204887576380592,0.8985083117464229,0.7076830568975445,0.7436870850329278,0.7268958925900362,6.582867366046494,1.0,0.7023879891835645,0.5833296294316828,0.4348809078830417,0.5370986645690499,0.8867709656156084,0.7809736739366661,0.5850153249976582,0.6271659240333799,0.5839031397685371,0.6224026974356639,0.8476161657883259,0.6763640118856464,0.4633430652205707,0.8308249824800071,0.7855683509752609,0.8465505872100358,0.8059298972431441,0.7944657944007771,0.5449762665986541,0.7131540707372069,0.8956994118824881,0.7540600818731437,0.6298168350579386,0.6253310016709052,0.8760144959681082,0.8349929077744532,0.9176468392627968,0.5146808572471814,79.77674735455187,0.5956226607630297,0.8422199194266938,0.8997157881515052,0.8057678235451681,0.4782127546312586,0.5152028797195665,0.4227158165088847,0.8581789116588078,0.7930746326115629,0.6808208670722375,0.790976950337439,0.435217793308996,0.550745686650104,0.7625492151593464,0.7475173767803658,0.4131961557107262,0.7489189796643299,0.6952212518271939,0.40676563317080505,0.4653659139686593,0.5458855207103649,0.9801465164692365,0.7392702046796916,0.8436180393523605,0.978119449956162,0.9648267257818984,0.5795626183093423,0.5938341001715687,0.4865887073399047,0.4017392467432522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9858599827317756,0.7280890979571362,0.6752454694496295,0.8192795063208183,0.7636452354099046,0.8518653609573252,0.8201042684230169,0.9537172278942719,0.5462480549655233,0.7421894386710896,0.4345600460669619,0.7467455729079813,0.4667999120622833,0.9428782321335208,0.7815555999550416,0.8505907433587623,0.592053999186104,0.5495168344554793,0.5748933791233377,0.4721281126021102
1.0,0.9034913480881306,0.8114637763332226,0.5146787272717034,0.8762731928855265,0.7486897142236555,0.4211287112231583,0.962464941011152,5.2559122540698056,1.0,0.9629581945667376,0.8598626204277037,0.9132727336231876,0.7958110095236419,0.5038731670914753,0.7997483607332503,0.8235222633101433,0.4110777197200796,0.7683821975103298,0.9426826095519502,0.8932799873047647,0.4168961923462386,0.5874822930104764,0.6016533496044536,0.6340509628487904,0.4519297228554663,0.933509004115648,0.4547068266549363,0.5549733186086313,0.5053711956078045,0.5311627510347529,0.9490589793388308,0.5925268166065072,0.8605072390353647,0.8771484519149388,0.8871853878749658,0.4574386034924642,0.5727124300168888,82.83462452644406,0.7144559961238991,0.4793766593251105,0.9670763959447128,0.7395056487859104,0.8502796057938143,0.8609447775825148,0.8066956165254375,0.7114848840669405,0.41059076389093896,0.8760269276852659,0.8465093825129657,0.5674978418109656,0.971525187980786,0.7745121381462161,0.6341985115182368,0.5370800768117838,0.9934889310701316,0.4047494421128445,0.5784119729918785,0.5125898839637817,0.9167977974059858,0.7759871515235242,0.9481124249375192,0.8043491944773831,0.4821666248033279,0.8607620876394209,0.5112686382114039,0.7271982456561135,0.8414334607359111,0.4857527384691068,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4316106303654609,0.7503287448579309,0.7597802750258178,0.5975553886847418,0.7509656516250149,0.4168806072210284,0.9298081325339944,0.4602484992964678,0.9125162175942912,0.8352012950499601,0.7698038794939748,0.5289608795035787,0.7134342264751808,0.9285031626456716,0.4810871695821338,0.9022066199247212,0.4822488290849861,0.8602403687157592,0.8201291722163138,0.7294435775510749
1.0,0.9817785094065844,0.6796568711862442,0.8384830759846291,0.5402081484956207,0.6068153850798912,0.9782095868194822,0.5317757865256822,0.21995631845489594,1.0,0.9581631387999144,0.4597116435515608,0.9586577620516454,0.6045042001700758,0.4175419168171928,0.6548290230579435,0.6114096938740767,0.9087075246659794,0.9390603027090836,0.7087313623928628,0.7884867949575498,0.7685209105830104,0.8830004748260873,0.4612421899402572,0.9391574461566902,0.9476307337727682,0.9920946801559348,0.806387969839004,0.850391818595934,0.8438422760027637,0.9271057402927928,0.91933986703559,0.7211422473832407,0.4217661606030776,0.8023420225585757,0.8759798731399789,0.4045461411956511,0.4371292774853748,77.85600392175417,0.4462219899677983,0.7014073410042925,0.6615798502077661,0.5002511571970855,0.7712864243248663,0.8247116520526436,0.9422093664911146,0.6482373645277062,0.9921448034256152,0.7426525981286921,0.6104836964124194,0.6660396704301725,0.4065801659222723,0.6328051764433679,0.5163929466438516,0.4908325926057321,0.5935679576737609,0.7295458989467171,0.5944416311899521,0.6434158826336586,0.5624067268199311,0.9386553212695786,0.7212324957413656,0.5852522131862001,0.8181954430268338,0.9705693611459764,0.8709789768795744,0.4979901393795763,0.9831751189754994,0.6626564883802204,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5968594873870422,0.7808672734153457,0.8036454294167871,0.628203389319957,0.8299434481223553,0.547992858431977,0.6479994839672618,0.935253662828248,0.5739402036999678,0.464970554426964,0.530153041509781,0.9712718046784268,0.4354394771118584,0.6899785140614649,0.5856563084212423,0.9100177116656192,0.6838110284582442,0.9150661631653514,0.735442325029072,0.4081390242125861
1.0,0.7844413659484397,0.6935007081446871,0.4371156307711294,0.5722240726291922,0.7560805925378802,0.9002261257414944,0.5232106868704289,4.0459745500441935,1.0,0.628965303864639,0.7369246249065797,0.7819431740790974,0.5925664607245155,0.7102090040313535,0.4586059523657113,0.9854424773691858,0.6027707653730876,0.9457491138237192,0.4876057827614464,0.5260313250610262,0.8202674035391759,0.8768463929479162,0.4320799421801704,0.5297147445888977,0.7903801766910763,0.680031482871045,0.7850888895761741,0.933786972392506,0.6741194708662469,0.6455835041580655,0.5413668569776593,0.7396770251127449,0.6991606347615815,0.5850114723733446,0.8220945888866189,0.5276497450580137,0.6745773696125372,79.81072521944436,0.8552285581868507,0.8576607742782216,0.6716607678827156,0.6492189565691459,0.7927509668829941,0.532232295237794,0.912488489185304,0.7946653803723396,0.8571721320219057,0.650580831513843,0.854234125444772,0.5918515312702476,0.9951041028377128,0.8290016698244984,0.4779654165812787,0.947936655542556,0.5216102132470539,0.5078220888856368,0.6792170039861904,0.8825817259637716,0.7996269342389193,0.4645776874292821,0.5705359287692897,0.9557399767728968,0.4627818687605911,0.617312823845641,0.5914754183001791,0.7656489004119995,0.44744358433502507,0.8233825745844843,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.697318572416951,0.8024353741714767,0.5501091594074256,0.5841761264496445,0.9444781079212108,0.7932957093619946,0.5527109752980963,0.904690887745358,0.5310828854545581,0.610312557586895,0.8509585382724845,0.9738552466443487,0.7125231087057269,0.9762164393872694,0.8803642212171525,0.4746959015957431,0.6774450065709998,0.7235751125304803,0.984083824208307,0.5428363949137214
1.0,0.5645438853245321,0.6745429717450018,0.7417505107015715,0.8538501169277817,0.4911080139646056,0.7217922021010192,0.9043978409970302,7.733384002429076,1.0,0.8310876888509527,0.8817744050328058,0.6573678880501233,0.8907484313646913,0.4604097698227392,0.6866523866788918,0.6138736791865871,0.4905265393902081,0.4166186115279762,0.7172794888606571,0.8316200218594462,0.7684475121419391,0.7142524027222266,0.5046834740246455,0.5318390519397806,0.5932808885093471,0.989989408038568,0.906968939815644,0.797773619429777,0.471063133992216,0.5368436499952749,0.8545967201742584,0.4874866707407843,0.8650052883491411,0.6226026980228943,0.5024658416591615,0.6776189296278119,0.4781528743219684,83.93149432381706,0.8136572853675574,0.8559528283996243,0.6148883580374637,0.5370013272366039,0.8580490897911727,0.7131914583150861,0.8934928099482701,0.9155313269415988,0.5737226310456346,0.4529204193692562,0.58713767833471,0.5354528995119574,0.4430320518094914,0.9872917250720591,0.6554840663859398,0.5721660807212366,0.8387358551583561,0.9085817842460241,0.6308139830769431,0.4074505493887043,0.9372732907822956,0.6493283806639931,0.5660123486772615,0.7931957062288448,0.4749526298454911,0.4394164963297365,0.6133123967047733,0.9002619875160696,0.6222151978646341,0.7386080033172815,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.632354857654574,0.6821234789245338,0.8968806061835938,0.7341816194662325,0.5304757438053943,0.7607181152271403,0.4040266549362161,0.4456315346511701,0.4949247959633022,0.4993496228869991,0.5320749542243788,0.6065398881501777,0.6801516949910316,0.5177641903940836,0.5081874361392352,0.5419944083689444,0.7443513897810448,0.5135203156225179,0.5338297243264629,0.5052360473875991
1.0,0.5354860355114703,0.9420729579133044,0.4529024083035032,0.8009468007338386,0.4325217545795673,0.4313798572969227,0.995211789877464,8.403195236914787,1.0,0.8015415726762883,0.5784912819944543,0.8246614591212535,0.7657599171888575,0.7517262539371594,0.969330649208712,0.8346291978925788,0.6522149048975472,0.7478919571520205,0.6420314294101227,0.8611904585689147,0.6784280598002661,0.6242003586048555,0.9722350716117032,0.7740682315609342,0.4956745812091294,0.6626502415094706,0.4089984545181859,0.7993940820717416,0.7946810378472489,0.5117225816033225,0.7457100704377443,0.8678831877310459,0.7483174191372584,0.8410897792989596,0.7812715486485899,0.5937309042422371,0.6534977648135842,79.39658440957227,0.8086485761454714,0.5807271646775494,0.6232474552070412,0.5480880925297917,0.6288372331043914,0.8970590962481276,0.4434026577917418,0.8811005437377423,0.5420776166671333,0.5752771251620805,0.8728764847414858,0.9805824669255674,0.7940931837523895,0.6024826530182492,0.9637665275306788,0.8350991432339401,0.7700387364281887,0.6090473486885591,0.7684578654016005,0.5172335594133942,0.7021297255513329,0.8058768326117007,0.682607611423655,0.711943743765518,0.5550245192876644,0.4882250603404354,0.6447542106999116,0.8449016229104505,0.5401535794350203,0.913504824005608,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6284265544849326,0.8273185158088932,0.7815516672974563,0.9230509051392668,0.6652252848727248,0.9638600525296854,0.5875524545318166,0.4006199602958588,0.6788572197883374,0.5210631837035665,0.980568600608954,0.6088243008431866,0.5836498734543332,0.5159629604256007,0.6004563958116935,0.5046025027619243,0.9600131715169468,0.9311294872325868,0.7685840235214103,0.8658142642896991
0.0,0.749906558740463,0.590518566403882,0.4344839722587869,0.866447951530496,0.4640842677216654,0.8049969634690688,0.8884605855411283,2.5278470310869863,0.0,0.7191070213840665,0.8778997481310231,0.4508661418873722,0.7574953489966294,0.8332123456468166,0.5050603304741493,0.5549340981883911,0.6343876991314202,0.7381031676819969,0.5543869038282685,0.4286926480511581,0.7662703351932356,0.41668774619905136,0.9061710862458676,0.7993513476120417,0.9184705252097966,0.4353727676369893,0.7262631770097812,0.4966885460423206,0.5518606621781423,0.9655619813913628,0.7603620550532947,0.7464702477314666,0.5923476819789371,0.4284811217148247,0.8906878487498293,0.6351507883965757,0.890225657080772,76.2031158957327,0.8115187311889895,0.8924472389039986,0.6441710223702382,0.6315939612334847,0.9831704629564804,0.45371298664991705,0.7367767671443175,0.4004773059573122,0.4608457881461766,0.886542770567172,0.5405440440053136,0.440010866822907,0.6886839001598832,0.8044704726166061,0.7216895222706545,0.5090964271317889,0.971591522262343,0.8949563919082489,0.4600351050993694,0.6245112920034712,0.7666919615213232,0.4851842299642371,0.5942943686661487,0.4564659601936108,0.5944407417929347,0.4214663824553973,0.5768332964283122,0.8473537507138929,0.5813334727362349,0.4499569015654011,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6347979808978192,0.6455351621510429,0.4256418525137486,0.9193390848915448,0.9324621338723555,0.9980939381993048,0.819988387304271,0.5096807147461103,0.9402560079097094,0.4197633917005293,0.7890864801784059,0.939674317153842,0.6949072366904914,0.502132852205835,0.6772917827094718,0.7318603131513468,0.7235784205640841,0.9574908089393748,0.6058422383207558,0.4349864857752361
