Running,Blue Switch On,Battery level,Humidity,Magnetic field,Controller beige,Controller bisque,Controller black,Controller blanchedalmond,Time since restart,User had coffee,Controller brown,Controller burlywood,Controller cadetblue,Controller chartreuse,Polution,Radiation,Hydraulic pressure,Overpressure relief valve 1,Overpressure relief valve 2,Controller cyan,Controller darkblue,Controller darkcyan,Controller darkgoldenrod,Controller darkgray,Controller darkgreen,Reset Trigger Level,Sensor Threshhold 1,Sensor Threshhold 2,Sensor Threshhold 3,Controller darkorange,Controller darkorchid,Controller darkred,Controller darksalmon,Controller darkseagreen,Controller darkslateblue,Spring Strength Left,Spring Strength Right,Spring Strength Center,CPU Temperature,Max Fan Speed 1,Max Fan Speed 2,Max Fan Speed 3,Brake control,Manual brake tightness,Motor oil level left,Motor oil level right,Controller forestgreen,Controller fuchsia,Controller gainsboro,Centrifugal Load,Uranium Enrichment,Error correction percentage,Anti-matter stabilizer,Wave-function amplifier,Flux control,Spin Up detector,Spin Down detector,Neutrino Catapult Stength,Second Lense curvature,Third Lense curvature,LASER load,Controller khaki,Controller lavender,Controller lavenderblush,Controller lawngreen,Controller lemonchiffon,Controller lightblue,Controller lightcoral,Controller lightcyan,Controller lightgoldenrodyellow,Controller lightgray,Controller lightgreen,Cruise control,Voltage main,Voltage secondary,Counterweight,Second Counterweight,Smoke formation,Bending of test plate,Particle size of grinder,Water temperature,Espresso quality,Pressure % of 12 bar,Noise level,Controller magenta,Controller maroon,Controller mediumaquamarine,Controller mediumblue,Controller mediumorchid,Waste level right tank,Waste level left tank,Helium reservoir,alpha-radiation,Active motion supression,Blade density,Blade rotation,Controller mintcream,Controller mistyrose,Controller moccasin
1.0,1.0,0.4726190404006932,0.6810502946877472,0.8846936410360798,0.8888192732647298,0.9498179317460141,0.6563885184307467,0.7882408213828338,8.031742522979306,1.0,0.4979875769972197,0.4725180379695171,0.46761294587274743,0.6139054287695475,0.6049581822606237,0.9055432855622829,0.5246280918474842,0.9507399361822806,0.9793293281449338,0.9689900630242119,0.5305433250646139,0.4029057944017037,0.6588771335471151,0.6488420106991499,0.9019369262092727,0.8667338278132186,0.449973998936932,0.7082072348387033,0.9354301826734129,0.8530989300828495,0.7255165337697155,0.514662067753759,0.6239638508589763,0.9916019347647981,0.9868694462583908,0.9488542951309954,0.515827027414277,0.8766701282664091,83.7880850568059,0.9553668701570072,0.40344740632176773,0.4948868699400887,0.512418362554155,0.5464062698921998,0.7773589023548512,0.6002478621320209,0.6380946143300886,0.8588017612562607,0.8589556034643067,0.4870282029346077,0.8038225381288084,0.6185407970033954,0.9292710664458411,0.6204203669961192,0.7385764447565091,0.8560393248555058,0.7193859877628699,0.9541722892972848,0.8071317221125567,0.9933214568558527,0.9922800359450821,0.8385736147204395,0.5076451825477971,0.40985930745934124,0.5410920397376767,0.829062042516146,0.571242361431164,0.4197615656440061,0.917680184175439,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6555318151395746,0.9033230143204246,0.4669517572999342,0.8547126706783619,0.9110694947850003,0.6153164425484933,0.7262943052407624,0.5317087170027476,0.8430799078196931,0.9562430885854011,0.9214786287716507,0.7590881989190652,0.7426840261639877,0.958868260580589,0.5467714049702205,0.7364086762515342,0.47157024946782444,0.9867770420473759,0.600761518254272,0.4127842269925464
1.0,1.0,0.6889652290493247,0.9880190462833531,0.7160105900035703,0.5678774961038016,0.46322880586690574,0.42465411519562446,0.9314444971110023,5.165231982290716,1.0,0.8470472888267726,0.9952017210611562,0.7074173638660591,0.4821667133999715,0.5261589409336528,0.8737738832722471,0.5084619917797931,0.662053591854046,0.6114350799906425,0.7957468545207829,0.4785279947887293,0.7096747371951845,0.7212212452854485,0.535251771920889,0.7963468421459032,0.5443312185933996,0.5316149736286601,0.4108490658475171,0.7837640101324246,0.7942132684078542,0.6236332587436716,0.9028687319509662,0.46900452120438385,0.4501167656708953,0.501123244020299,0.5218964720541297,0.9668917235508128,0.8682853346571391,79.1269734720761,0.8988884030786337,0.8711960194492403,0.671545139831992,0.9518503265929699,0.9804156964379667,0.7933240504042387,0.8162285107105139,0.4473510223572296,0.6036691414825572,0.9553168257074816,0.901907671964992,0.8978580584749244,0.5990418662748408,0.4217743093263003,0.5955596068714851,0.8047086756869709,0.9698094117177334,0.5634907012039216,0.8711131719242435,0.40124816530741025,0.6274817359028902,0.9988153938686414,0.7056739194849068,0.8487859363712476,0.598008852541815,0.9656383066420644,0.5420822004230705,0.41488401940937925,0.7463076028095994,0.6788266669157622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8056900934482727,0.560040061659124,0.6956925619630128,0.867628960542906,0.7325067091298403,0.4684387133498626,0.6067771406122875,0.5319678034453312,0.8047783854815777,0.9449970991265232,0.5627490470730304,0.9327348462180505,0.6848558024306963,0.9148087515185827,0.9728917281781819,0.4504220233465359,0.47192416885111516,0.45312422605725206,0.9767488614414029,0.5977876106411781
1.0,1.0,0.7884013153349342,0.7527653159855552,0.801922949955307,0.8474967663118325,0.7435257889856821,0.9314434552327803,0.7682089715359992,9.436874691231923,0.0,0.9414431142489443,0.6432678696177319,0.6614350415108872,0.7104012538284222,0.9491966556297284,0.9875632589908758,0.9001324720854749,0.5184105393791697,0.738486309956069,0.44609376849528376,0.5657698744611763,0.7784784345517279,0.6899129074262635,0.8486359924068665,0.9503001162650526,0.48318569422946395,0.4157600010065359,0.4457884033396359,0.43020247232032943,0.799858726637379,0.9137477610343178,0.9714138655681428,0.7098569951777677,0.7424880800468627,0.7982415116940741,0.6198902544613024,0.7222865406684318,0.5518106464128735,81.5927115657226,0.8814439782247845,0.8248809588153452,0.9814607236002205,0.7522532380450297,0.5858332074773231,0.6132963735044783,0.7172198729166697,0.809540444119303,0.9570483035606714,0.4387802179601283,0.7919363927132665,0.4820302705690497,0.875827790932969,0.6349932801554762,0.7491084382877602,0.6233308516539,0.6308598729794316,0.5735962642472787,0.6835027577169628,0.4307310031462791,0.6558566381822968,0.4340347184788614,0.8139100425855007,0.49742454713264805,0.9437093558248453,0.6709583643006984,0.68621962713736,0.4085584751676463,0.9494413729792877,0.6378579577341174,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6571800548087843,0.7834015539732839,0.6543958657599456,0.7769412999229917,0.6613921243535841,0.47639008397188487,0.934618412686425,0.5803443611833381,0.8956693175079092,0.9760972698717263,0.88130014304878,0.41706376456717054,0.46854726777205963,0.796906867002493,0.9869306935890341,0.8476339663086391,0.7289366313413387,0.8956889989233849,0.9708083941637139,0.7527438878548082
0.0,1.0,0.7399384859097774,0.5179534117742546,0.43141688734487643,0.8945244682111327,0.7527440977243484,0.9072130432943752,0.8712843899736192,3.651927892159609,1.0,0.9857585575086397,0.8360924720306055,0.6428500301958419,0.8897855490153386,0.4235252422696808,0.8535887499584571,0.8890299684763854,0.7415960437743783,0.8089206570998129,0.8691013692699961,0.4378174916925084,0.6123838205571037,0.8794840238250741,0.7159838268300959,0.642933421146385,0.9772606095714773,0.9790258995993663,0.7331407204186782,0.9256691786303185,0.48588799134950394,0.858716641524859,0.430966890299714,0.782709475524026,0.873837932962731,0.5069780315691329,0.8630187954247324,0.9073579693980658,0.44135367369418294,80.92305255674871,0.5736259676968997,0.9452116606872977,0.4999824022153299,0.9238104388709076,0.4093078909978802,0.6319597193859362,0.7735506391750705,0.5532879537888323,0.4113321956427087,0.7465040956499045,0.9999740934733149,0.7157618572140525,0.5893498860919063,0.985765752014815,0.5223091295053073,0.8677188522523998,0.7393880885985962,0.41488170479368947,0.782908419207568,0.8972230584219848,0.8138417980579753,0.9335633092343276,0.7109043402425611,0.7979109937392138,0.8817817686726148,0.5168369541593405,0.8369610186871055,0.5711102405229758,0.449390309384477,0.6325580805394335,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8244728862711171,0.7732918853043527,0.9528789058885409,0.5871157377029457,0.48404966327987586,0.8884810568850652,0.4510239268423319,0.6041694725682673,0.803528169249687,0.5894998745891818,0.926289452714373,0.4644095300535501,0.9587215295993644,0.5204637355438807,0.9999915406018497,0.838838784626579,0.506758701787023,0.6620434288919123,0.6590977795856019,0.9535587631574236
1.0,1.0,0.5259884657839817,0.5324728082521017,0.9204887576380592,0.8985083117464229,0.7076830568975445,0.7436870850329278,0.7268958925900362,6.582867366046494,1.0,0.7023879891835645,0.5833296294316828,0.4348809078830417,0.5370986645690499,0.8867709656156084,0.7809736739366661,0.5850153249976582,0.6271659240333799,0.5839031397685371,0.622402697435664,0.8476161657883259,0.6763640118856464,0.4633430652205707,0.830824982480007,0.7855683509752609,0.8465505872100358,0.8059298972431441,0.7944657944007771,0.5449762665986541,0.7131540707372069,0.8956994118824881,0.7540600818731437,0.6298168350579386,0.6253310016709052,0.8760144959681082,0.8349929077744532,0.9176468392627967,0.5146808572471814,79.77674735455187,0.5956226607630297,0.8422199194266938,0.8997157881515052,0.805767823545168,0.47821275463125856,0.5152028797195665,0.42271581650888473,0.8581789116588078,0.7930746326115629,0.6808208670722375,0.790976950337439,0.43521779330899596,0.550745686650104,0.7625492151593464,0.7475173767803658,0.4131961557107262,0.7489189796643299,0.6952212518271939,0.40676563317080505,0.4653659139686593,0.5458855207103649,0.9801465164692363,0.7392702046796916,0.8436180393523605,0.978119449956162,0.9648267257818985,0.5795626183093423,0.5938341001715687,0.48658870733990467,0.40173924674325223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9858599827317756,0.7280890979571362,0.6752454694496295,0.8192795063208183,0.7636452354099046,0.8518653609573252,0.8201042684230169,0.953717227894272,0.5462480549655233,0.7421894386710896,0.4345600460669619,0.7467455729079813,0.4667999120622833,0.9428782321335207,0.7815555999550416,0.8505907433587623,0.592053999186104,0.5495168344554793,0.5748933791233377,0.47212811260211024
1.0,1.0,0.927988490227838,0.7998650351317576,0.6075307315435133,0.7706903904242841,0.5461973564499449,0.6474810810865959,0.5248275605508306,0.4388353320824463,1.0,0.8944548124056393,0.8146634120509556,0.7713845168469002,0.9542132447304014,0.9803399284106298,0.8921774982347863,0.5439103581231176,0.9591168456403693,0.7929967676643921,0.870582557314725,0.7613193846051106,0.7664057512195801,0.7366172492768471,0.9695562323004092,0.44322766422769716,0.9030829184426111,0.8870338775854467,0.5274651662932319,0.9088637142973444,0.613273752385484,0.83943901498097,0.4764985503894304,0.7900267720554413,0.8823134555432375,0.747913854220613,0.6423535980507069,0.5880084227853367,0.7065283580535269,80.80063382587647,0.4056424052712725,0.7436527008090044,0.9731600465435515,0.43568900942510097,0.8156029850005877,0.9795690716767705,0.9807713012452189,0.6279445549818397,0.44134187203549147,0.9116450747245158,0.41353873426668536,0.6834635397392279,0.5444566897203085,0.9361070897301972,0.8108387863738458,0.4335258864870519,0.8747468815411285,0.9796692915747777,0.6192314789905357,0.4744415130928883,0.945104622605818,0.9910222691982671,0.8705203202398232,0.5577223950480336,0.8101813812651388,0.9321377057719609,0.7105618035078092,0.9303574780763344,0.6913666875466191,0.9265196191570825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7523212726957553,0.6368079318093683,0.9023420210557056,0.8979718112922167,0.8684019983739475,0.603566027450472,0.609254960405783,0.5519039755170001,0.6653175338560966,0.617352346443699,0.592718451660035,0.7300859413401082,0.5909092224808848,0.4585737518203,0.5844493780721164,0.46198779124683803,0.8928249034443941,0.45505782980738546,0.7654609704160501,0.7062738695168951
0.0,1.0,0.9034913480881306,0.8114637763332226,0.5146787272717034,0.8762731928855265,0.7486897142236555,0.4211287112231583,0.962464941011152,5.2559122540698056,1.0,0.9629581945667377,0.8598626204277037,0.9132727336231875,0.7958110095236419,0.5038731670914753,0.7997483607332503,0.8235222633101433,0.41107771972007956,0.7683821975103298,0.9426826095519502,0.8932799873047647,0.4168961923462386,0.5874822930104764,0.6016533496044536,0.6340509628487904,0.4519297228554663,0.9335090041156479,0.45470682665493634,0.5549733186086313,0.5053711956078045,0.5311627510347529,0.9490589793388307,0.5925268166065072,0.8605072390353647,0.8771484519149388,0.8871853878749658,0.45743860349246424,0.5727124300168888,82.83462452644406,0.714455996123899,0.47937665932511053,0.9670763959447128,0.7395056487859104,0.8502796057938143,0.8609447775825148,0.8066956165254375,0.7114848840669405,0.41059076389093896,0.8760269276852659,0.8465093825129657,0.5674978418109656,0.9715251879807859,0.7745121381462161,0.6341985115182368,0.5370800768117838,0.9934889310701316,0.40474944211284447,0.5784119729918785,0.5125898839637817,0.9167977974059858,0.7759871515235242,0.9481124249375193,0.8043491944773831,0.482166624803328,0.8607620876394209,0.5112686382114039,0.7271982456561135,0.8414334607359111,0.48575273846910677,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4316106303654609,0.750328744857931,0.7597802750258178,0.5975553886847418,0.750965651625015,0.4168806072210284,0.9298081325339944,0.46024849929646783,0.9125162175942912,0.8352012950499601,0.7698038794939748,0.5289608795035787,0.713434226475181,0.9285031626456716,0.4810871695821338,0.9022066199247211,0.48224882908498606,0.8602403687157592,0.8201291722163138,0.729443577551075
0.0,1.0,0.5106886929018695,0.5233981021578199,0.730081729358023,0.4472538993690708,0.9935502709967836,0.5835601373160175,0.7469374858428917,0.28566255467209084,1.0,0.46491938411622113,0.4334228158396959,0.7563536867369351,0.5741310918694467,0.8825224201693531,0.6611319622406613,0.9715277781216521,0.45300026417649564,0.7090790163292453,0.7770391790853369,0.8760509529812772,0.5065462510665705,0.4640729925073584,0.7147901572863302,0.7412858313732544,0.6645626464611221,0.6777405964782179,0.8664470441404799,0.7467004037816507,0.8878348785059531,0.7030640992143045,0.6980492883584968,0.8800662273318842,0.8189224194032099,0.8982314615108877,0.6381068365469696,0.5572930533042529,0.6929066135887734,83.53894241096366,0.8525511123658605,0.4470411055481442,0.8492455653769061,0.9377229694039438,0.7141765694861943,0.9128377948052143,0.6279926479438799,0.45251512174550224,0.7266494157349794,0.5744544174408781,0.9889578869762568,0.9728886163028252,0.575132239521408,0.9549941057246328,0.8964761088255201,0.9562127702111266,0.9294529395273086,0.9843453052071715,0.7247373793484061,0.760784588097076,0.7612849300788616,0.9770384791268992,0.7826105887842403,0.7011898593644526,0.7736701684013618,0.8450629541924595,0.6313667977691605,0.4559381820728726,0.40991267408616777,0.9325059150672336,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7571567321700522,0.8297261457933578,0.43352657345907697,0.5274457139707814,0.650676809620871,0.9482672667779487,0.6846739089670666,0.7015776811071699,0.6512266762550017,0.41006383036505856,0.7507627358794,0.6346294295508659,0.8007941518659991,0.7272883580656764,0.9561220955101476,0.8989578104824741,0.5343765033750567,0.9215369473673768,0.4000423118346267,0.8185708787333226
0.0,1.0,0.6904226897777674,0.8699740181689646,0.6266340002866222,0.765864481521376,0.8108381845753704,0.6151067964623149,0.4748913084083899,5.52659107377104,1.0,0.9379323687291999,0.8961218012984518,0.745627292542318,0.44121253448264425,0.6795247924116896,0.41670016751441175,0.966412386122374,0.5257500510340654,0.9982684979923799,0.5972158995638199,0.6069554415547169,0.9396639709095714,0.7514429429090088,0.6084550215802585,0.9201727844133044,0.6250904160159494,0.4664906688634875,0.9049398328518042,0.4921846908125439,0.9093737235387105,0.8094609794132006,0.8228103044578796,0.4373020891257457,0.9220680155130228,0.621869358538288,0.5538346202866941,0.8617266845857604,0.7704929819644776,74.48339736495838,0.6964441851344385,0.5375491653495967,0.6388207143922523,0.9711749485329065,0.6782458440498829,0.8063219161012928,0.6074062414448045,0.9109935897323184,0.8984362448715139,0.8517823387608259,0.6196583722453821,0.7935107813607308,0.6177464158133855,0.9322074300809301,0.9817744545836413,0.8966544101590023,0.9927643439732499,0.7821688742145934,0.7202092334227581,0.5066975882755625,0.5281486857460875,0.8281880945395557,0.6249882013475939,0.8393877776668182,0.7782948576852993,0.7264555489690494,0.41822400477461547,0.5458767922626844,0.41720219492404675,0.9877994993652782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5188110835382131,0.7099135791703592,0.7256557402797015,0.8282199676525186,0.5015824861813623,0.44158133248475656,0.8772522678197205,0.8853273593097393,0.9160231878900537,0.8501512743756882,0.9965173831064407,0.9570307960731123,0.5769164622863694,0.5600195451482576,0.40446148290412265,0.7469283713093909,0.7899560487825568,0.6053201472626901,0.6534842275701523,0.6958807863145957
1.0,1.0,0.9817785094065844,0.6796568711862442,0.8384830759846291,0.5402081484956207,0.6068153850798912,0.9782095868194822,0.5317757865256822,0.21995631845489594,1.0,0.9581631387999145,0.45971164355156074,0.9586577620516454,0.6045042001700758,0.41754191681719277,0.6548290230579435,0.6114096938740767,0.9087075246659794,0.9390603027090836,0.7087313623928628,0.7884867949575498,0.7685209105830104,0.8830004748260873,0.46124218994025723,0.9391574461566902,0.9476307337727682,0.9920946801559348,0.806387969839004,0.850391818595934,0.8438422760027637,0.9271057402927929,0.9193398670355901,0.7211422473832407,0.42176616060307764,0.8023420225585757,0.875979873139979,0.40454614119565113,0.4371292774853748,77.85600392175417,0.44622198996779827,0.7014073410042925,0.6615798502077661,0.5002511571970855,0.7712864243248663,0.8247116520526436,0.9422093664911146,0.6482373645277062,0.9921448034256152,0.742652598128692,0.6104836964124194,0.6660396704301725,0.4065801659222723,0.632805176443368,0.5163929466438516,0.490832592605732,0.5935679576737609,0.729545898946717,0.5944416311899521,0.6434158826336586,0.5624067268199311,0.9386553212695786,0.7212324957413656,0.5852522131862001,0.8181954430268338,0.9705693611459764,0.8709789768795744,0.4979901393795763,0.9831751189754994,0.6626564883802204,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5968594873870422,0.7808672734153457,0.803645429416787,0.628203389319957,0.8299434481223553,0.547992858431977,0.6479994839672618,0.935253662828248,0.5739402036999678,0.46497055442696394,0.530153041509781,0.9712718046784268,0.4354394771118584,0.6899785140614649,0.5856563084212423,0.9100177116656191,0.6838110284582442,0.9150661631653514,0.735442325029072,0.40813902421258613
